0 	1.90119
0.010101 	1.9012
0.020202 	1.90113
0.030303 	1.9009
0.040404 	1.90053
0.0505051 	1.90003
0.0606061 	1.89938
0.0707071 	1.8986
0.0808081 	1.89768
0.0909091 	1.89663
0.10101 	1.89545
0.111111 	1.89415
0.121212 	1.89273
0.131313 	1.89119
0.141414 	1.88953
0.151515 	1.88776
0.161616 	1.88589
0.171717 	1.88392
0.181818 	1.88186
0.191919 	1.8797
0.20202 	1.87746
0.212121 	1.87513
0.222222 	1.87273
0.232323 	1.87026
0.242424 	1.86772
0.252525 	1.86512
0.262626 	1.86246
0.272727 	1.85975
0.282828 	1.85699
0.292929 	1.85419
0.30303 	1.85134
0.313131 	1.84846
0.323232 	1.84555
0.333333 	1.84261
0.343434 	1.83964
0.353535 	1.83665
0.363636 	1.83364
0.373737 	1.83062
0.383838 	1.82758
0.393939 	1.82453
0.40404 	1.82148
0.414141 	1.81841
0.424242 	1.81535
0.434343 	1.81228
0.444444 	1.80922
0.454545 	1.80616
0.464646 	1.8031
0.474747 	1.80005
0.484848 	1.797
0.494949 	1.79396
0.505051 	1.79094
0.515152 	1.78792
0.525253 	1.78492
0.535354 	1.78193
0.545455 	1.77895
0.555556 	1.77598
0.565657 	1.77304
0.575758 	1.77011
0.585859 	1.76719
0.59596 	1.76429
0.606061 	1.76141
0.616162 	1.75854
0.626263 	1.7557
0.636364 	1.75287
0.646465 	1.75006
0.656566 	1.74727
0.666667 	1.74449
0.676768 	1.74174
0.686869 	1.73901
0.69697 	1.73629
0.707071 	1.73359
0.717172 	1.73092
0.727273 	1.72826
0.737374 	1.72562
0.747475 	1.72299
0.757576 	1.72039
0.767677 	1.7178
0.777778 	1.71524
0.787879 	1.71269
0.79798 	1.71016
0.808081 	1.70765
0.818182 	1.70515
0.828283 	1.70267
0.838384 	1.70021
0.848485 	1.69777
0.858586 	1.69535
0.868687 	1.69294
0.878788 	1.69054
0.888889 	1.68816
0.89899 	1.6858
0.909091 	1.68346
0.919192 	1.68113
0.929293 	1.67881
0.939394 	1.67651
0.949495 	1.67423
0.959596 	1.67196
0.969697 	1.6697
0.979798 	1.66746
0.989899 	1.66523
1 	1.66302
