0 	1.90179
0.010101 	1.90124
0.020202 	1.90069
0.030303 	1.90014
0.040404 	1.89959
0.0505051 	1.89904
0.0606061 	1.89849
0.0707071 	1.89794
0.0808081 	1.89739
0.0909091 	1.89683
0.10101 	1.89618
0.111111 	1.89457
0.121212 	1.89296
0.131313 	1.89135
0.141414 	1.88974
0.151515 	1.88813
0.161616 	1.88652
0.171717 	1.88492
0.181818 	1.88331
0.191919 	1.8817
0.20202 	1.87991
0.212121 	1.87743
0.222222 	1.87495
0.232323 	1.87246
0.242424 	1.86998
0.252525 	1.86749
0.262626 	1.86501
0.272727 	1.86253
0.282828 	1.86004
0.292929 	1.85756
0.30303 	1.85491
0.313131 	1.8519
0.323232 	1.84888
0.333333 	1.84587
0.343434 	1.84285
0.353535 	1.83983
0.363636 	1.83682
0.373737 	1.8338
0.383838 	1.83079
0.393939 	1.82777
0.40404 	1.82468
0.414141 	1.82148
0.424242 	1.81828
0.434343 	1.81509
0.444444 	1.81189
0.454545 	1.80869
0.464646 	1.80549
0.474747 	1.80229
0.484848 	1.7991
0.494949 	1.7959
0.505051 	1.79271
0.515152 	1.78954
0.525253 	1.78637
0.535354 	1.7832
0.545455 	1.78002
0.555556 	1.77685
0.565657 	1.77368
0.575758 	1.77051
0.585859 	1.76733
0.59596 	1.76416
0.606061 	1.76106
0.616162 	1.758
0.626263 	1.75494
0.636364 	1.75188
0.646465 	1.74882
0.656566 	1.74576
0.666667 	1.7427
0.676768 	1.73964
0.686869 	1.73658
0.69697 	1.73352
0.707071 	1.73056
0.717172 	1.72765
0.727273 	1.72475
0.737374 	1.72184
0.747475 	1.71893
0.757576 	1.71602
0.767677 	1.71312
0.777778 	1.71021
0.787879 	1.7073
0.79798 	1.70439
0.808081 	1.70163
0.818182 	1.69891
0.828283 	1.69618
0.838384 	1.69346
0.848485 	1.69073
0.858586 	1.68801
0.868687 	1.68528
0.878788 	1.68256
0.888889 	1.67983
0.89899 	1.67711
0.909091 	1.67456
0.919192 	1.67204
0.929293 	1.66951
0.939394 	1.66698
0.949495 	1.66446
0.959596 	1.66193
0.969697 	1.65941
0.979798 	1.65688
0.989899 	1.65436
1 	1.65183
