0 	2.01226
0.010101 	2.01171
0.020202 	2.01116
0.030303 	2.01061
0.040404 	2.01006
0.0505051 	2.00951
0.0606061 	2.00895
0.0707071 	2.0084
0.0808081 	2.00785
0.0909091 	2.0073
0.10101 	2.00664
0.111111 	2.00504
0.121212 	2.00343
0.131313 	2.00182
0.141414 	2.00021
0.151515 	1.9986
0.161616 	1.99699
0.171717 	1.99538
0.181818 	1.99377
0.191919 	1.99216
0.20202 	1.99038
0.212121 	1.9879
0.222222 	1.98541
0.232323 	1.98293
0.242424 	1.98045
0.252525 	1.97796
0.262626 	1.97548
0.272727 	1.97299
0.282828 	1.97051
0.292929 	1.96803
0.30303 	1.96538
0.313131 	1.96237
0.323232 	1.95935
0.333333 	1.95633
0.343434 	1.95332
0.353535 	1.9503
0.363636 	1.94729
0.373737 	1.94427
0.383838 	1.94125
0.393939 	1.93824
0.40404 	1.93515
0.414141 	1.93195
0.424242 	1.92875
0.434343 	1.92556
0.444444 	1.92236
0.454545 	1.91916
0.464646 	1.91596
0.474747 	1.91276
0.484848 	1.90957
0.494949 	1.90637
0.505051 	1.90318
0.515152 	1.90001
0.525253 	1.89684
0.535354 	1.89367
0.545455 	1.89049
0.555556 	1.88732
0.565657 	1.88415
0.575758 	1.88098
0.585859 	1.87781
0.59596 	1.87463
0.606061 	1.87153
0.616162 	1.86847
0.626263 	1.86541
0.636364 	1.86235
0.646465 	1.85929
0.656566 	1.85623
0.666667 	1.85317
0.676768 	1.85011
0.686869 	1.84705
0.69697 	1.84399
0.707071 	1.84104
0.717172 	1.83813
0.727273 	1.83522
0.737374 	1.83232
0.747475 	1.82941
0.757576 	1.8265
0.767677 	1.8236
0.777778 	1.82069
0.787879 	1.81778
0.79798 	1.81488
0.808081 	1.81211
0.818182 	1.80939
0.828283 	1.80667
0.838384 	1.80394
0.848485 	1.80122
0.858586 	1.79849
0.868687 	1.79577
0.878788 	1.79305
0.888889 	1.79032
0.89899 	1.7876
0.909091 	1.78505
0.919192 	1.78253
0.929293 	1.78001
0.939394 	1.77748
0.949495 	1.77496
0.959596 	1.77243
0.969697 	1.76991
0.979798 	1.76739
0.989899 	1.76486
1 	1.76234
